source_path,source_line,type_or_context,string_va,reference_va,candidate_function,instruction,raw_text
effect/effstonegaugeline.cpp,130,EffectStoneGaugeLineInf,0x0056f2a0,0x00467c28,0x00467c20,push 0x56f2a0,D:\cygwin\home\zun\prog\th20\src\effect\effstonegaugeline.cpp:130 EffectStoneGaugeLineInf
game/ascii.cpp,1118,JapaneseStrInf,0x0056f6d0,0x0046c43d,0x0046c210,push 0x56f6d0,D:\cygwin\home\zun\prog\th20\src\game\ascii.cpp:1118 JapaneseStrInf
game/ascii.cpp,1139,JapaneseStrInf,0x0056f718,0x0046c5a2,0x0046c210,push 0x56f718,D:\cygwin\home\zun\prog\th20\src\game\ascii.cpp:1139 JapaneseStrInf
game/ascii.cpp,111,AsciiInf,0x0056f63c,0x00471064,0x00471060,push 0x56f63c,D:\cygwin\home\zun\prog\th20\src\game\ascii.cpp:111 AsciiInf
game/background.cpp,601,StageFileHeaderInf,0x0056f8d0,0x00474ec3,0x00474e70,push 0x56f8d0,D:\cygwin\home\zun\prog\th20\src\game\background.cpp:601 StageFileHeaderInf
game/background.cpp,1029,RenderMeshInf,0x0056f990,0x00475fb2,0x004751b0,push 0x56f990,D:\cygwin\home\zun\prog\th20\src\game\background.cpp:1029 RenderMeshInf
game/background.cpp,1031,RenderMeshInf,0x0056f9d8,0x00475fdb,0x004751b0,push 0x56f9d8,D:\cygwin\home\zun\prog\th20\src\game\background.cpp:1031 RenderMeshInf
game/background.cpp,136,BackGroundInf,0x0056f888,0x00477884,0x00477880,push 0x56f888,D:\cygwin\home\zun\prog\th20\src\game\background.cpp:136 BackGroundInf
game/bomb.cpp,87,BombInf,0x0056facc,0x00478306,0x00478300,push 0x56facc,D:\cygwin\home\zun\prog\th20\src\game\bomb.cpp:87 BombInf
game/bomb_marisaa.cpp,172,BombMarisaAInf,0x0056fb30,0x00479123,0x00479120,push 0x56fb30,D:\cygwin\home\zun\prog\th20\src\game\bomb_marisaa.cpp:172 BombMarisaAInf
game/bomb_reimua.cpp,295,BombReimuAInf,0x0056fbb0,0x0047a613,0x0047a610,push 0x56fbb0,D:\cygwin\home\zun\prog\th20\src\game\bomb_reimua.cpp:295 BombReimuAInf
game/bullet.cpp,666,BulletInf,0x0056fcd4,0x00486634,0x00486630,push 0x56fcd4,D:\cygwin\home\zun\prog\th20\src\game\bullet.cpp:666 BulletInf
game/card.cpp,641,CardInf,0x0056fdbc,0x00488b24,0x00488b20,push 0x56fdbc,D:\cygwin\home\zun\prog\th20\src\game\card.cpp:641 CardInf
game/ecl.cpp,2387,EnemyDataInf::BossRenderInf,0x0056fee8,0x00495ac2,0x0048c010,push 0x56fee8,D:\cygwin\home\zun\prog\th20\src\game\ecl.cpp:2387 EnemyDataInf::BossRenderInf
game/ecl.cpp,2395,RenderMeshInf,0x0056ff38,0x00495bc5,0x0048c010,push 0x56ff38,D:\cygwin\home\zun\prog\th20\src\game\ecl.cpp:2395 RenderMeshInf
game/effect.cpp,430,SprtID,0x0057002c,0x0049d01e,0x0049cf80,push 0x57002c,D:\cygwin\home\zun\prog\th20\src\game\effect.cpp:430 SprtID
game/effect.cpp,431,SprtInf*,0x00570068,0x0049d03f,0x0049cf80,push 0x570068,D:\cygwin\home\zun\prog\th20\src\game\effect.cpp:431 SprtInf*
game/effect.cpp,432,sprtVERTEXC,0x005700a8,0x0049d060,0x0049cf80,push 0x5700a8,D:\cygwin\home\zun\prog\th20\src\game\effect.cpp:432 sprtVERTEXC
game/effect.cpp,433,FVector,0x005700ec,0x0049d07f,0x0049cf80,push 0x5700ec,D:\cygwin\home\zun\prog\th20\src\game\effect.cpp:433 FVector
game/effect.cpp,213,EffectInf,0x0056ffec,0x0049e0c4,0x0049e0c0,push 0x56ffec,D:\cygwin\home\zun\prog\th20\src\game\effect.cpp:213 EffectInf
game/ending.cpp,128,EndingMsgInf,0x00570268,0x004a093b,0x004a0600,push 0x570268,D:\cygwin\home\zun\prog\th20\src\game\ending.cpp:128 EndingMsgInf
game/ending.cpp,170,EndingInf,0x005702c0,0x004a1014,0x004a1010,push 0x5702c0,D:\cygwin\home\zun\prog\th20\src\game\ending.cpp:170 EndingInf
game/enemy.cpp,205,EclResourceInf,0x00570460,0x004a70b2,0x004a7080,push 0x570460,D:\cygwin\home\zun\prog\th20\src\game\enemy.cpp:205 EclResourceInf
game/enemy.cpp,69,EnemyInf,0x00570420,0x004a8929,0x004a8920,push 0x570420,D:\cygwin\home\zun\prog\th20\src\game\enemy.cpp:69 EnemyInf
game/enemy.cpp,420,EnemyCtrlInf,0x005704f8,0x004aba74,0x004aba70,push 0x5704f8,D:\cygwin\home\zun\prog\th20\src\game\enemy.cpp:420 EnemyCtrlInf
game/fps.cpp,61,FPSInf,0x005705d8,0x004ac1a4,0x004ac1a0,push 0x5705d8,D:\cygwin\home\zun\prog\th20\src\game\fps.cpp:61 FPSInf
game/front.cpp,402,FrontInf,0x00570694,0x004b9094,0x004b9090,push 0x570694,D:\cygwin\home\zun\prog\th20\src\game\front.cpp:402 FrontInf
game/front.cpp,1199,MsgInf,0x005706f8,0x004b9975,0x004b9740,push 0x5706f8,D:\cygwin\home\zun\prog\th20\src\game\front.cpp:1199 MsgInf
game/game.cpp,594,GameInf,0x00570b8c,0x004bec76,0x004bec70,push 0x570b8c,D:\cygwin\home\zun\prog\th20\src\game\game.cpp:594 GameInf
game/help.cpp,86,HelpInf,0x00570c2c,0x004bfc74,0x004bfc70,push 0x570c2c,D:\cygwin\home\zun\prog\th20\src\game\help.cpp:86 HelpInf
game/hit.cpp,605,HitInf,0x00570d00,0x004c0ecf,0x004c0e60,push 0x570d00,D:\cygwin\home\zun\prog\th20\src\game\hit.cpp:605 HitInf
game/hit.cpp,73,HitCtrlInf,0x00570cc4,0x004c20d4,0x004c20d0,push 0x570cc4,D:\cygwin\home\zun\prog\th20\src\game\hit.cpp:73 HitCtrlInf
game/item.cpp,113,ItemInf,0x00570d74,0x004c5014,0x004c5010,push 0x570d74,D:\cygwin\home\zun\prog\th20\src\game\item.cpp:113 ItemInf
game/keyconfig.cpp,74,KeyConfigTaskInf,0x00570e10,0x004c7cb4,0x004c7cb0,push 0x570e10,D:\cygwin\home\zun\prog\th20\src\game\keyconfig.cpp:74 KeyConfigTaskInf
game/laser.cpp,3617,u_char,0x00571748,0x004c9b1c,0x004c9ab0,push 0x571748,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:3617 u_char
game/laser.h,315,LaserLineInf,0x005711d0,0x004cfb49,0x004cfb40,push 0x5711d0,D:\cygwin\home\zun\prog\th20\src\game\laser.h:315 LaserLineInf
game/laser.cpp,2597,sprtVERTEXC,0x00571628,0x004d3570,0x004d3230,push 0x571628,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:2597 sprtVERTEXC
game/laser.cpp,2599,LaserCurveVtxInf,0x00571670,0x004d35aa,0x004d3230,push 0x571670,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:2599 LaserCurveVtxInf
game/laser.cpp,2638,CurveEquationInf,0x005716b8,0x004d3870,0x004d3230,push 0x5716b8,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:2638 CurveEquationInf
game/laser.cpp,2719,LaserHitDataInf,0x00571700,0x004d3c50,0x004d3230,push 0x571700,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:2719 LaserHitDataInf
game/laser.cpp,1730,LaserHitDataInf,0x005715e0,0x004d40f4,0x004d3d70,push 0x5715e0,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:1730 LaserHitDataInf
game/laser.cpp,551,LaserHitDataInf,0x00571598,0x004d461c,0x004d4150,push 0x571598,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:551 LaserHitDataInf
game/laser.cpp,296,LaserLineInf,0x00571478,0x004d484b,0x004d47f0,push 0x571478,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:296 LaserLineInf
game/laser.cpp,306,LaserInfiniteInf,0x005714c0,0x004d48ac,0x004d47f0,push 0x5714c0,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:306 LaserInfiniteInf
game/laser.cpp,317,LaserBeamInf,0x00571508,0x004d490d,0x004d47f0,push 0x571508,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:317 LaserBeamInf
game/laser.cpp,328,LaserCurveInf,0x00571550,0x004d4968,0x004d47f0,push 0x571550,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:328 LaserCurveInf
game/laser.h,468,CurveEquationInf,0x005712a0,0x004d5ab6,0x004d5a90,push 0x5712a0,D:\cygwin\home\zun\prog\th20\src\game\laser.h:468 CurveEquationInf
game/laser.cpp,163,LaserInf,0x00571438,0x004d7e44,0x004d7e40,push 0x571438,D:\cygwin\home\zun\prog\th20\src\game\laser.cpp:163 LaserInf
game/loading.cpp,239,LoadingInf,0x005718c8,0x004d85c4,0x004d85c0,push 0x5718c8,D:\cygwin\home\zun\prog\th20\src\game\loading.cpp:239 LoadingInf
game/mother.cpp,501,BITMAPINFO,0x00571c00,0x004d9220,0x004d9210,push 0x571c00,D:\cygwin\home\zun\prog\th20\src\game\mother.cpp:501 BITMAPINFO
game/mother.cpp,483,Gdiplus::ImageCodecInfo,0x00571bb0,0x004d982f,0x004d97f0,push 0x571bb0,D:\cygwin\home\zun\prog\th20\src\game\mother.cpp:483 Gdiplus::ImageCodecInfo
game/mother.cpp,233,SprtInf,0x0057199c,0x004dd6ab,0x004dd600,push 0x57199c,D:\cygwin\home\zun\prog\th20\src\game\mother.cpp:233 SprtInf
game/mother.cpp,234,SprtInf,0x005719dc,0x004dd6c0,0x004dd600,push 0x5719dc,D:\cygwin\home\zun\prog\th20\src\game\mother.cpp:234 SprtInf
game/mother.cpp,235,SprtInf,0x00571a1c,0x004dd6d5,0x004dd600,push 0x571a1c,D:\cygwin\home\zun\prog\th20\src\game\mother.cpp:235 SprtInf
game/mother.cpp,236,SprtInf,0x00571a5c,0x004dd6ea,0x004dd600,push 0x571a5c,D:\cygwin\home\zun\prog\th20\src\game\mother.cpp:236 SprtInf
game/mother.cpp,237,SprtInf,0x00571a9c,0x004dd6ff,0x004dd600,push 0x571a9c,D:\cygwin\home\zun\prog\th20\src\game\mother.cpp:237 SprtInf
game/mother.cpp,424,BYTE,0x00571b44,0x004de131,0x004de040,push 0x571b44,D:\cygwin\home\zun\prog\th20\src\game\mother.cpp:424 BYTE
game/notice.cpp,154,NoticeInf,0x00571fa8,0x004dfb94,0x004dfb90,push 0x571fa8,D:\cygwin\home\zun\prog\th20\src\game\notice.cpp:154 NoticeInf
game/option.cpp,60,OptionTaskInf,0x005720c8,0x004e1084,0x004e1080,push 0x5720c8,D:\cygwin\home\zun\prog\th20\src\game\option.cpp:60 OptionTaskInf
game/pause.cpp,238,PauseInf,0x005724e4,0x004e6b84,0x004e6b80,push 0x5724e4,D:\cygwin\home\zun\prog\th20\src\game\pause.cpp:238 PauseInf
game/player.cpp,313,PlayerInf,0x00572c08,0x004ffff4,0x004ffff0,push 0x572c08,D:\cygwin\home\zun\prog\th20\src\game\player.cpp:313 PlayerInf
game/plyshot.cpp,184,ShotInf,0x00573284,0x0050627b,0x00506210,push 0x573284,D:\cygwin\home\zun\prog\th20\src\game\plyshot.cpp:184 ShotInf
game/replay.cpp,48,ReplayFileHeaderInf,0x00573338,0x005084da,0x00508480,push 0x573338,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:48 ReplayFileHeaderInf
game/replay.cpp,54,ReplayDataHeaderInf,0x00573380,0x00508517,0x00508480,push 0x573380,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:54 ReplayDataHeaderInf
game/replay.cpp,55,ReplayStageDataHeaderInf,0x005733c8,0x0050852d,0x00508480,push 0x5733c8,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:55 ReplayStageDataHeaderInf
game/replay.cpp,708,ReplayFrameDataInf,0x00573670,0x00508d1c,0x00508b90,push 0x573670,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:708 ReplayFrameDataInf
game/replay.cpp,530,void,0x005734ac,0x005095bb,0x00509280,push 0x5734ac,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:530 void
game/replay.cpp,585,char,0x005734e8,0x0050994e,0x00509280,push 0x5734e8,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:585 char
game/replay.h,140,ReplayRecDataInf,0x005732f0,0x0050a2e9,0x0050a2e0,push 0x5732f0,D:\cygwin\home\zun\prog\th20\src\game\replay.h:140 ReplayRecDataInf
game/replay.cpp,818,ReplayStageDataHeaderInf,0x005736b8,0x0050a6c6,0x0050a6b0,push 0x5736b8,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:818 ReplayStageDataHeaderInf
game/replay.cpp,188,ReplayInf,0x00573468,0x0050a8e4,0x0050a8e0,push 0x573468,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:188 ReplayInf
game/replay.cpp,169,ReplayInf,0x00573428,0x0050a934,0x0050a930,push 0x573428,D:\cygwin\home\zun\prog\th20\src\game\replay.cpp:169 ReplayInf
game/score.cpp,175,ScoreFileHeaderInf,0x005737c0,0x0050ebc3,0x0050eb70,push 0x5737c0,D:\cygwin\home\zun\prog\th20\src\game\score.cpp:175 ScoreFileHeaderInf
game/score.cpp,201,ScoreChunkInf,0x00573848,0x0050ed0d,0x0050eb70,push 0x573848,D:\cygwin\home\zun\prog\th20\src\game\score.cpp:201 ScoreChunkInf
game/score.cpp,252,char,0x005738a8,0x0050f6f2,0x0050f6b0,push 0x5738a8,D:\cygwin\home\zun\prog\th20\src\game\score.cpp:252 char
game/score.cpp,118,ScoreInf,0x00573770,0x0050fce3,0x0050fce0,push 0x573770,D:\cygwin\home\zun\prog\th20\src\game\score.cpp:118 ScoreInf
game/smallscore.cpp,57,SmallScoreInf,0x00573998,0x005108d4,0x005108d0,push 0x573998,D:\cygwin\home\zun\prog\th20\src\game\smallscore.cpp:57 SmallScoreInf
game/stageclear.cpp,89,StageClearInf,0x00573f08,0x005115db,0x005115c0,push 0x573f08,D:\cygwin\home\zun\prog\th20\src\game\stageclear.cpp:89 StageClearInf
game/stoneenemy.cpp,76,StoneEnemyInf,0x00574240,0x00512f69,0x00512f60,push 0x574240,D:\cygwin\home\zun\prog\th20\src\game\stoneenemy.cpp:76 StoneEnemyInf
game/stoneenemy.cpp,67,StoneEnemyCtrlInf,0x005741f0,0x00514243,0x00514240,push 0x5741f0,D:\cygwin\home\zun\prog\th20\src\game\stoneenemy.cpp:67 StoneEnemyCtrlInf
game/stonemenu.cpp,302,StoneMenuInf,0x00574e80,0x0051cc24,0x0051cc20,push 0x574e80,D:\cygwin\home\zun\prog\th20\src\game\stonemenu.cpp:302 StoneMenuInf
game/title.cpp,5302,RenderMeshInf,0x00575610,0x0052c0ae,0x0052c030,push 0x575610,D:\cygwin\home\zun\prog\th20\src\game\title.cpp:5302 RenderMeshInf
game/title.cpp,219,TitleInf,0x00575018,0x0052cff0,0x0052cfe0,push 0x575018,D:\cygwin\home\zun\prog\th20\src\game\title.cpp:219 TitleInf
game/trophy.cpp,92,TrophyMsgInf,0x00575720,0x0052e270,0x0052e210,push 0x575720,D:\cygwin\home\zun\prog\th20\src\game\trophy.cpp:92 TrophyMsgInf
game/trophy.cpp,181,TrophyInf,0x00575770,0x0052f94d,0x0052f900,push 0x575770,D:\cygwin\home\zun\prog\th20\src\game\trophy.cpp:181 TrophyInf
game/weaponblue.cpp,39,StoneBlueReimuInf,0x00575908,0x005305f3,0x005305f0,push 0x575908,D:\cygwin\home\zun\prog\th20\src\game\weaponblue.cpp:39 StoneBlueReimuInf
game/weaponblue2.cpp,51,StoneBlueReimu2Inf,0x005759d0,0x00530ae3,0x00530ae0,push 0x5759d0,D:\cygwin\home\zun\prog\th20\src\game\weaponblue2.cpp:51 StoneBlueReimu2Inf
game/weaponblue2_m.cpp,52,StoneBlueMarisa2Inf,0x00575aa0,0x00530c93,0x00530c90,push 0x575aa0,D:\cygwin\home\zun\prog\th20\src\game\weaponblue2_m.cpp:52 StoneBlueMarisa2Inf
game/weaponblue_m.cpp,39,StoneBlueMarisaInf,0x00575b70,0x00531033,0x00531030,push 0x575b70,D:\cygwin\home\zun\prog\th20\src\game\weaponblue_m.cpp:39 StoneBlueMarisaInf
game/weapongreen.cpp,59,StoneGreenReimuInf,0x00575c40,0x00531583,0x00531580,push 0x575c40,D:\cygwin\home\zun\prog\th20\src\game\weapongreen.cpp:59 StoneGreenReimuInf
game/weapongreen2.cpp,73,StoneGreenReimu2Inf,0x00575d08,0x00531bf3,0x00531bf0,push 0x575d08,D:\cygwin\home\zun\prog\th20\src\game\weapongreen2.cpp:73 StoneGreenReimu2Inf
game/weapongreen2_m.cpp,72,StoneGreenMarisa2Inf,0x00575dd8,0x005321c3,0x005321c0,push 0x575dd8,D:\cygwin\home\zun\prog\th20\src\game\weapongreen2_m.cpp:72 StoneGreenMarisa2Inf
game/weapongreen_m.cpp,59,StoneGreenMarisaInf,0x00575ea8,0x00532313,0x00532310,push 0x575ea8,D:\cygwin\home\zun\prog\th20\src\game\weapongreen_m.cpp:59 StoneGreenMarisaInf
game/weaponred.cpp,42,StoneRedReimuInf,0x00575f78,0x00532463,0x00532460,push 0x575f78,D:\cygwin\home\zun\prog\th20\src\game\weaponred.cpp:42 StoneRedReimuInf
game/weaponred2.cpp,35,StoneRedReimu2Inf,0x00576040,0x00532563,0x00532560,push 0x576040,D:\cygwin\home\zun\prog\th20\src\game\weaponred2.cpp:35 StoneRedReimu2Inf
game/weaponred2_m.cpp,36,StoneRedMarisa2Inf,0x00576108,0x00532633,0x00532630,push 0x576108,D:\cygwin\home\zun\prog\th20\src\game\weaponred2_m.cpp:36 StoneRedMarisa2Inf
game/weaponred_m.cpp,37,StoneRedMarisaInf,0x005761d8,0x00532703,0x00532700,push 0x5761d8,D:\cygwin\home\zun\prog\th20\src\game\weaponred_m.cpp:37 StoneRedMarisaInf
game/weaponstone.cpp,482,RenderMeshInf,0x005762d0,0x0053490c,0x005348d0,push 0x5762d0,D:\cygwin\home\zun\prog\th20\src\game\weaponstone.cpp:482 RenderMeshInf
game/weaponstone.cpp,652,RenderMeshInf,0x00576318,0x00534b48,0x00534ab0,push 0x576318,D:\cygwin\home\zun\prog\th20\src\game\weaponstone.cpp:652 RenderMeshInf
game/weaponstone.cpp,256,WeaponStoneInf,0x00576278,0x00534dd4,0x00534dd0,push 0x576278,D:\cygwin\home\zun\prog\th20\src\game\weaponstone.cpp:256 WeaponStoneInf
game/weaponyellow.cpp,71,StoneYellowReimuInf,0x005763e0,0x005357f3,0x005357f0,push 0x5763e0,D:\cygwin\home\zun\prog\th20\src\game\weaponyellow.cpp:71 StoneYellowReimuInf
game/weaponyellow2.cpp,81,StoneYellowReimu2Inf,0x005764b0,0x00536d53,0x00536d50,push 0x5764b0,D:\cygwin\home\zun\prog\th20\src\game\weaponyellow2.cpp:81 StoneYellowReimu2Inf
game/weaponyellow2_m.cpp,81,StoneYellowMarisa2Inf,0x005765d0,0x005381b3,0x005381b0,push 0x5765d0,D:\cygwin\home\zun\prog\th20\src\game\weaponyellow2_m.cpp:81 StoneYellowMarisa2Inf
game/weaponyellow_m.cpp,72,StoneYellowMarisaInf,0x005766f8,0x005389b3,0x005389b0,push 0x5766f8,D:\cygwin\home\zun\prog\th20\src\game\weaponyellow_m.cpp:72 StoneYellowMarisaInf
pack/File.cpp,162,void,0x00576798,0x00538b2b,0x00538af0,push 0x576798,D:\cygwin\home\zun\prog\th20\src\pack\File.cpp:162 void
pack/LzssUtil.cpp,202,BYTE,0x00576828,0x0053920d,0x005391f0,push 0x576828,D:\cygwin\home\zun\prog\th20\src\pack\LzssUtil.cpp:202 BYTE
